species_id,names,bwg_name,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode,taxon_level,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
3431,aff. Drosophilidae sp. 1,Diptera.7,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,aff. Drosophilidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,aff. Drosophilidae,9,1,1,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3436,Olbiogaster sp. 1,Diptera.184,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Anisopodidae,Anisopodinae,NA,Olbiogaster,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Olbiogaster,12,2,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
3441,NA,Diptera.497,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Anisopodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Anisopodidae,9,2,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
3446,Axmyiidae cf. sp. 5561,Diptera.16,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Axymyiidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,family,Axymyiidae,9,0,3,2,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,2,0,3,0,0,2,3,2,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
3451,DPT - IC31,Diptera.529,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Canacidae,NA,NA,NA,NA,NA,piercer,predator,NA,macro,NA,family,Canacidae,9,1,3,1,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3456,DPT - IC6,Diptera.521,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,NA,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3461,DPT - IC8,Diptera.522,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,NA,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3466,DPT - IC13,Diptera.523,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,NA,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3471,Cecidomyidae sp. 1,Diptera.30,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3481,Cecidomyidae sp. 2,Diptera.31,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3486,Cecidomyidae sp. 3,Diptera.32,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3491,Cecidomyiidae1;Diptera.33;Diptera.34,Diptera.35,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3496,Cecidomyiidae2,Diptera.36,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3501,Cecidomyiidae3,Diptera.37,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3506,Cecidomyiidae.spp,Diptera.438,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3511,NA,Diptera.500,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3516,CTP - IC11,Diptera.509,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Culicoides,NA,NA,piercer,predator,aquatic,macro,NA,genus,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3521,Ceratopogonidae JP2;Forcipomyia (Phytohelea) sp.,Diptera.409,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3531,Ceratopogonidae JP5;Forcipomyia sp. 2,Diptera.425,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3536,NA,Diptera.498,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Stilobezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Stilobezzia,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3546,Forcypomyia sp.,Diptera.115,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3551,Atrichopogon sp. A,Diptera.15,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3556,Atrichopogon sp. B,Diptera.444,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3561,Atrichopogon sp C,Diptera.445,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3566,Culicoides sp. A,Diptera.45,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Culicoides,NA,NA,piercer,predator,aquatic,macro,NA,genus,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3571,Bezzia sp. A,Diptera.446,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3576,Bezzia sp. B1/B2,Diptera.46,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3586,Bezzia sp. C;Sphaeromias sp. B,Diptera.47,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Sphaeromias,NA,NA,piercer,predator,aquatic,macro,NA,genus,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3591,Bezzia sp. D,Diptera.48,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3596,Ceratopogonidae sp. E;Sphaeromias sp. A,Diptera.49,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Sphaeromias,NA,NA,piercer,predator,aquatic,macro,NA,genus,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3601,Bezzia sp. H,Diptera.50,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3606,Ceratopogonidae sp. I,Diptera.51,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3611,Pupa Atrichopogon,Diptera.482,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3616,Pupa Ceratopogonidae,Diptera.483,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3621,Bezzia sp. 1,Diptera.20,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3626,Bezzia sp. 2,Diptera.22,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3636,Coleopteralarva1,Coleoptera.7,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,ord,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3641,Atrichopogon sp.;Black head diptera sp. N,Diptera.349,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3646,Ceratopogonidae (new);Forcipomyia (Phytohelea) sp.,Diptera.353,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3666,Ceratopogonid sp;Ceratopogonid sp A,Diptera.39,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3671,Ceratopogonid sp;Ceratopogonid sp B,Diptera.40,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3676,Ceratopogonid sp;Ceratopogonid sp D,Diptera.407,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
